doculect	latitude	longitude	glottocode	family	concept	form	tokens
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TONGUE	peébato	p e e b a t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	MOUTH	pekoibóto	p e k o i b o t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TOOTH	pewáno	p e w a n o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NOSE	pepoxónto	p e p o x o n t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EYE	peitamaikéito	p e i t a m a i k e i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EYE	petakuereto	p e t a k u e r e t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EAR	pemuxujoróto	p e m u x u j o r o t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NECK	peusíto	p e u s i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NECK	pewisíto	p e w i s i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BREAST	pemíto	p e m i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BACK	péi̵ma	p e ɨ m a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BACK	pehúma	p e h u m a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	UPPER LEG (THIGH)	petʰí̵to	p e tʰ ɨ t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	KNEE	pentabókoto	p e n t a b o k o t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SKIN	pepari̵to	p e p a r ɨ t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BONE	píwa	p i w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BLOOD	pehána	p e h a n a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	OLD	pérun	p e r u n
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	OLD	ámo	a m o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	OLD	pénapataein	p e n a p a t a e i n
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WATER	méra	m e r a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FIRE	iʃóto	i ʃ o t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FIRE	ishoto náwa	i s h o t o + n a w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ASH	ipúna	i p u n a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SMOKE (EXHAUST)	múrei	m u r e i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SMOKE (EXHAUST)	íʃo tsí̵xi̵	i ʃ o + ts ɨ x ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	RAIN (PRECIPITATION)	éma	e m a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WIND	hóibo	h o i b o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	STAR	opitéito	o p i t e i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NIGHT	médawi	m e d a w i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NIGHT	médiwi	m e d i w i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EARTH (SOIL)	íra	i r a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SAND	táetowa	t a e t o w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	HOUSE	bó	b o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	HOUSE	bómi̵xi̵	b o m ɨ x ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	DOG	áudi	a u d i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	DOG	áuri	a u r i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TAIL	pebosóto	p e b o s o t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TAIL	petobeno	p e t o b e n o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TAIL	cola de pez	c o l a + d e + p e z
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BIRD	pejapupúnaein	p e j a p u p u n a e i n
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FISH	duwéi	d u w e i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FISH	báxu	b a x u
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FLY (INSECT)	déinato	d e i n a t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	LOUSE	tári̵	t a r ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ANT	pí̵wi̵	p ɨ w ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ANT	nébi̵	n e b ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ANT	jáiwato	j a i w a t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ANT	íni	i n i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ANT	tobínto	t o b i n t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	LEAF	noxúto	n o x u t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ROOT	petabopína	p e t a b o p i n a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SALT	sáre	s a r e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ONE	káe	k a e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ONE	káewa	k a e w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	I	xan	x a n
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	THOU	xam	x a m
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BIG	pínjo	p i n j o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BIG	pínwa	p i n w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SMALL	tsikíjo	ts i k i j o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SMALL	tsiwíjo	ts i w i j o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	GOOD	wí̵nae	w ɨ n a e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	GOOD	xánepana	x a n e p a n a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BLACK	tsáebia	ts a e b i a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	THIS	méhe	m e h e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	THIS	xuáhe	x u a h e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WHO	híntam	h i n t a m
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WHAT	éta xuá	e t a + x u a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WHAT	xuá	x u a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WHAT	éxua	e x u a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NOT	bára	b a r a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NOT	húme	h u m e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	LONG	apíja	a p i j a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	LONG	apía	a p i a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FLESH OR MEAT	pewíto	p e w i t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EGG	petóuto	p e t o u t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	HORN (ANATOMY)	pentéto	p e n t e t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	LIVER	pehápato	p e h a p a t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	DRINK	ápa	a p a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	EAT	xáne	x a n e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BITE	síne	s i n e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SEE	táne	t a n e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SEE	nekóta	n e k o t a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	HEAR	humetáne	h u m e t a n e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	COME	páta	p a t a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	COME	wérena	w e r e n a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	GIVE	dóuta	d o u t a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	GIVE	káta	k a t a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	GIVE	hehépa	h e h e p a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SAY	humíʧi	h u m i tʃ i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SAY	páeba	p a e b a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SAY	namchi	n a m c h i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SAY	kueikuéihei	k u e i k u e i h e i
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	RED	tsóbia	ts o b i a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NEW	penáwa	p e n a w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NAME	péwi̵n	p e w ɨ n
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WING	pekuáraɸe	p e k u a r a ɸ e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	NAVEL	petompakuéto	p e t o m p a k u e t o
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	IN	tʰá	tʰ a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WIDE	apipíja	a p i p i j a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	WIDE	peréka	p e r e k a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FAR	táhi̵	t a h ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	THICK	pínwa	p i n w a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	THICK	áitiji̵	a i t i j ɨ
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	HEAVY	aréwe	a r e w e
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TIE	kí̵ta	k ɨ t a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	TIE	kí̵ba	k ɨ b a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FALL	hópa	h o p a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FALL	óthopa	o t h o p a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FALL	hopéika	h o p e i k a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	FALL	de arriba	d e + a r r i b a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	SUCK	tsutsúba	ts u ts u b a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	BLOW (OF WIND)	opʰúba	o pʰ u b a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ROPE	búmaka	b u m a k a
Cuiba	6.19829	-69.8197	cuib1242	Guahiboan	ROPE	pemí̵to	p e m ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TONGUE	pee:bári̵to	p eː b a r ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	MOUTH	pekuáibo	p e k u a i b o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	MOUTH	pekuíbo	p e k u i b o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TOOTH	pewónoto	p e w o n o t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NOSE	pepúmu:	p e p u m uː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EYE	pi:taxú:to	p iː t a x uː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EAR	pemuxujóroto	p e m u x u j o r o t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NECK	pewi̵:sí:to	p e w ɨː s iː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BREAST	pemí:to	p e m iː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BACK	pihúma	p i h u m a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BACK	pekoɸé:ɸere	p e k o ɸ eː ɸ e r e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	UPPER LEG (THIGH)	petopatʰái̵to	p e t o p a tʰ a ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	UPPER LEG (THIGH)	petʰái̵to	p e tʰ a ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	KNEE	pemátabaka	p e m a t a b a k a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SKIN	peperabĩ̵́to	p e p e r a b ɨ̃ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BONE	pesí:to	p e s iː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOOD	pehána	p e h a n a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOOD	pihána	p i h a n a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	OLD	perúhuni̵:	p e r u h u n ɨː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WATER	mé:ra:	m eː r aː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FIRE	isóto	i s o t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FIRE	náwa	n a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SMALL	tsikírijo:	ts i k i r i j oː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SMALL	tsikiriháwajo	ts i k i r i h a w a j o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ASH	í:pumana	iː p u m a n a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SMOKE (EXHAUST)	í̵:tsi̵xi̵	ɨː ts ɨ x ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	RAIN (PRECIPITATION)	éma	e m a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WIND	howí:bo	h o w iː b o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	STAR	tulúputo	t u l u p u t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	STAR	íwinai	i w i n a i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NIGHT	meráwi	m e r a w i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EARTH (SOIL)	íra	i r a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EARTH (SOIL)	átsa	a ts a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAND	tahétaatsa	t a h e t aː ts a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAND	tahétamaxi̵	t a h e t a m a x ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAND	tahétabo	t a h e t a b o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	HOUSE	bó:	b oː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	DOG	awíri	a w i r i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TAIL	pebosó:to	p e b o s oː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TAIL	petobénato	p e t o b e n a t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TAIL	cola de ave o pez	c o l a + d e + a v e + o + p e z
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BIRD	baratsuíto	b a r a ts u i t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FISH	dúhuai	d u h u a i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FLY (INSECT)	dáinato	d a i n a t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	LOUSE	tarí̵to	t a r ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ANT	amáito	a m a i t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ANT	pí̵bi̵to	p ɨ b ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	LEAF	náebaxuto	n a e b a x u t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SALT	já:ho	j aː h o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ONE	káe	k a e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ONE	káehawa	k a e h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	I	xáni̵	x a n ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	THOU	xámi̵	x a m ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BIG	ajáihawa	a j a i h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BIG	piníhihawa	p i n i h i h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	GOOD	xánepana	x a n e p a n a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	GOOD	pexaníahawa	p e x a n i a h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLACK	tsáebia	ts a e b i a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	THIS	ma:xúahe	m aː x u a h e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	THIS	xúa	x u a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WHO	hipatsá:	h i p a ts aː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WHO	ipatsá:	i p a ts aː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WHAT	dé:tsa: xúa	d eː ts aː + x u a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NOT	ápo	a p o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NOT	hú:me:	h uː m eː
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	LONG	apía	a p i a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FLESH OR MEAT	pewí:to	p e w iː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EGG	petobí̵:to	p e t o b ɨː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	HORN (ANATOMY)	pemataé:to	p e m a t a eː t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	LIVER	pihápato	p i h a p a t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	LIVER	pehápato	p e h a p a t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	DRINK	ápa	a p a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	EAT	xáne	x a n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BITE	sí:ne	s iː n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SEE	táne	t a n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FALL	hó:pa	h oː p a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FALL	othópa	o t h o p a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FALL	bókahunua	b o k a h u n u a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SUCK	tsutsúne	ts u ts u n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SUCK	tsutsúba	ts u ts u b a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	HEAR	húmetane	h u m e t a n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	HEAR	namuxuna: eweta	n a m u x u n aː + e w e t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	COME	páta	p a t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	COME	patahó:pa	p a t a h oː p a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	COME	nahetáruka	n a h e t a r u k a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	GIVE	ráhuta	r a h u t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAY	humáitsi	h u m a i ts i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAY	tsipáeba	ts i p a e b a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAY	hái	h a i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	SAY	al fin de la cita	a l + f i n + d e + l a + c i t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	RED	tsó:bia	ts oː b i a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	RED	petso:bíahawa	p e ts oː b i a h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NEW	pe:hana	p eː h a n a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NEW	pé:hanahawa	p eː h a n a h a w a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NAME	pewí̵ni̵	p e w ɨ n ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WING	pekóroɸeto	p e k o r o ɸ e t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	NAVEL	pekótsotsó:lito	p e k o ts o ts oː l i t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	IN	ta	t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	IN	tuatúahi̵ta	t u a t u a h ɨ t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	WIDE	ajáiitabara	a j a iː t a b a r a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	FAR	tá:hi̵	t aː h ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	THICK	áitajai̵	a i t a j a ɨ
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	HEAVY	aréwe	a r e w e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TIE	kí̵:ta	k ɨː t a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	TIE	kí̵:ba	k ɨː b a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOW (OF WIND)	uxúne	u x u n e
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOW (OF WIND)	uxúba	u x u b a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOW (OF WIND)	uxúbapl	u x u b a p l
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	BLOW (OF WIND)	bu:bú:hai	b uː b uː h a i
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ROPE	pemáka	p e m a k a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ROPE	pemái̵to	p e m a ɨ t o
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ROOT	petábutopa	p e t a b u t o p a
Guahibo	5.81736	-68.9839	guah1255	Guahiboan	ROOT	petabunepéto	p e t a b u n e p e t o
Guayabero	2.8969	-71.844	guay1257	Guahiboan	TONGUE	peh kaʧiéʔt	p e h + k a tʃ i e ʔ t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	MOUTH	peh káʧa	p e h + k a tʃ a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	TOOTH	peh bi̵aʔt	p e h + b ɨ a ʔ t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	NOSE	peh ɸumú	p e h + ɸ u m u
Guayabero	2.8969	-71.844	guay1257	Guahiboan	EYE	peh ʔitɸút	p e h + ʔ i t ɸ u t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	EAR	peh neʧóʔt	p e h + n e tʃ o ʔ t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	NECK	peh kaʧaríama	p e h + k a tʃ a r i a m a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BREAST	peh mit	p e h + m i t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BACK	peh matwí̵aht	p e h + m a t w ɨ a h t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	UPPER LEG (THIGH)	peh bentawí̵aht	p e h + b e n t a w ɨ a h t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	KNEE	peh brixt	p e h + b r i x t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	SKIN	peh bi̵ʔt	p e h + b ɨ ʔ t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BONE	peh tit	p e h + t i t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BLOOD	peh hal	p e h + h a l
Guayabero	2.8969	-71.844	guay1257	Guahiboan	OLD	patíʔin	p a t i ʔ i n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	WATER	min	m i n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	FIRE	hit	h i t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	FIRE	law	l a w
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ASH	weruʔsa	w e r u ʔ s a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	SMOKE (EXHAUST)	ʔitmúm	ʔ i t m u m
Guayabero	2.8969	-71.844	guay1257	Guahiboan	RAIN (PRECIPITATION)	ʔiam	ʔ i a m
Guayabero	2.8969	-71.844	guay1257	Guahiboan	WIND	hóewa	h o e w a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	WIND	wik	w i k
Guayabero	2.8969	-71.844	guay1257	Guahiboan	STAR	ʔittáeht	ʔ i t t a e h t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	NIGHT	madói	m a d o i
Guayabero	2.8969	-71.844	guay1257	Guahiboan	EARTH (SOIL)	sat	s a t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	EARTH (SOIL)	as	a s
Guayabero	2.8969	-71.844	guay1257	Guahiboan	SAND	táeht	t a e h t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	HOUSE	ba	b a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	DOG	wi̵r	w ɨ r
Guayabero	2.8969	-71.844	guay1257	Guahiboan	TAIL	peh toʔtít	p e h + t o ʔ t i t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	TAIL	peh ta:bélt	p e h + t aː b e l t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	TAIL	cola de pez	c o l a + d e + p e z
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BIRD	mian	m i a n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	FISH	baxí	b a x i
Guayabero	2.8969	-71.844	guay1257	Guahiboan	FLY (INSECT)	dáeʧnit	d a e tʃ n i t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	LOUSE	tí̵aʔan	t ɨ a ʔ a n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ANT	ɸaóet	ɸ a o e t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	LEAF	néɸi̵t	n e ɸ ɨ t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ROOT	tatínt	t a t i n t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ROOT	netatínt	n e t a t i n t
Guayabero	2.8969	-71.844	guay1257	Guahiboan	SALT	dom	d o m
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ONE	káe	k a e
Guayabero	2.8969	-71.844	guay1257	Guahiboan	ONE	káejax	k a e j a x
Guayabero	2.8969	-71.844	guay1257	Guahiboan	I	xan	x a n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	THOU	xam	x a m
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BIG	pinhíxja	p i n h i x j a
Guayabero	2.8969	-71.844	guay1257	Guahiboan	SMALL	ʧaʔélax	tʃ a ʔ e l a x
Guayabero	2.8969	-71.844	guay1257	Guahiboan	GOOD	paʧém	p a tʃ e m
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BLACK	paɸói	p a ɸ o i
Guayabero	2.8969	-71.844	guay1257	Guahiboan	BLACK	paɸóijax	p a ɸ o i j a x
Guayabero	2.8969	-71.844	guay1257	Guahiboan	THIS	ʔampóx	ʔ a m p o x
Guayabero	2.8969	-71.844	guay1257	Guahiboan	WHO	ʔaʧán	ʔ a tʃ a n
Guayabero	2.8969	-71.844	guay1257	Guahiboan	WHAT	ʔaʧáx	ʔ a tʃ a x
Guayabero	2.8969	-71.844	guay1257	Guahiboan	NOT	dóʔdoʔ	d o ʔ d o ʔ
Guayabero	2.8969	-71.844	guay1257	Guahiboan	LONG	pakʧówax	p a k tʃ o w a x
